autor,calificacion,contenido,hotel,titulo
Atheyrn,40,"Stayed here before and was excited to stay again but.. ...  although room was clean, fresh smelling, and spotless , cable was out.  Bummer. Blamed  on the snow,...",Hilton Garden Inn New York/Midtown Park Ave,Cable Out 
Atheyrn,40,So well worth the trip. Delicious Social distancing Fast service Never rushedComfortable Affordable ,Sammy's Fish Box,"So well worth the trip. 
Delicious"
Atheyrn,,,Amore Mio Pizzeria Napoletana,
Atheyrn,50,"Looking for amazing tasting pizza?  Look no further. The only place on the island that I would revisit for pizza. In addition to great tasting pizza with amazi,...",Amore Mio Pizzeria Napoletana,Looking for amazing tasting
Atheyrn,40,"Cozy, comfortable, and French. From the appetizers, to the entrees, to the deserts there is no going wrong. Food is fresh. Drinks are top quality. In the heart ,...",Bohemian Bar And Restaurant,Cozy
Atheyrn,30,"Although the Server came and took our order quickly, getting the food on to our table was a different story. It was a long wait There is no way I would have bee,...",Buffalo Wild Wings,Friendly Service 
Atheyrn,40,"After years of passing I finally stop in for drinks and food. Food was spectacular drinks cold and on the point. Never felt rushed. So glad to have stopped in f,...",Erin's Isle,Finally 
Atheyrn,40,"The place to be while relaxing in front of Lake Kastoria and enjoying a meal. Potions are large. Menu diverse. Home made dishes. Service with a smile. Well wor,...",Yakinthos,Lake Kastoria 
Atheyrn,50,The massiveness of the statue with its surrounding weapons and shield shows the greatness of what it means to be Alexander the Great!!!!!!,Monument of Alexander The Great,Strength 
ANI1111,50,"My friend arranged for this tour while we were in town for a celebration. It was super fun. Our guide, Tom Collins was hysterical, friendly and informative. It ,...",Mobsters and Lobsters,Super fun!
ANI1111,50,"This place knocked it out of the park. Amazing location, service and staff. Aliya at reception was welcoming and made my requests feel easy. The coffee shop att,...",The Godfrey Hotel Boston,Wonderful experience & stay!!
ANI1111,50,"This place was near our hotel and came recommended. We stepped inside to what looks like a beautiful large wine cellar. The staff was extremely helpful and info,...",A Bolina,"Beautiful Atmosphere, wine & Bites"
ANI1111,50,"We did the Porto City Tour with Caoi in Feb 2023. He was so informative, fun and easy to speak with. He gave us great insight into many of the locations and add,...",The Unvanquished Tour in Porto City Center,HIGHLY RECOMMEND!
ANI1111,50,"We found this place a little last minute but so glad we did. We did some pre-dinner appetizers and vinho verde which was the best we had in Porto. The main mana,...",Adega de São Nicolau,The best place to start your PORTO trip
ANI1111,50,"I had the best time at The Marmara Pera in a City View room. I wanted to try the rooftop restaurant and wanted a central location. This hotel was perfect for th,...",The Marmara Pera Hotel,Beautiful space and location!
ANI1111,50,"This is a charming little park after Central Park. It's small but has enough benches, tables for a quick break, lunch, tea or just sit and read your favorite bo,...",Madison Square Park,Charming Oasis in the city
ANI1111,50,"I had a mouse in my nearby apartment and at 330am needed a hotel stat. I called this hotel and the gentleman over the phone told me they had availability. I wen,...",Hilton Garden Inn New York/Midtown Park Ave,Last minute booking that did not disappoint
ANI1111,50,"I stumbled upon this hotel as I was walking by. It's in the perfect location to Old Town and the staff could not be more courteous. There is a night manager who,...",Grand Hotel Union,Charming
ANI1111,50,"This is one of the top cocktail bars I have been to. The cocktail artist Anze did a phenomenal job of creating flavors that I was into. Each and every cocktail ,...",KOLIBRI Cocktail Bar,A delightful surprise
ANI1111,50,"Beautiful restaurant in a small square that stands outLovely ambienceLots of options for foodGreat service - they extend their hospitality and are upfront an,...",Ristorante Antico Martini,A Treasure
ANI1111,50,"Go for the AMAZING & VAST menu - lots of options for everyoneThe Truffle Risotto was excellentAmbience felt authentic, it has an old world vibe locals and vis,...",Trattoria al Forno,HIDDEN GEM
ANI1111,50,"Where to start with this one? This is one-of-a-kind hotel. It is a place to treat yourself because we live once! Everything from the greeting to the farewell wa,...",The St. Regis Venice,DREAMY
ANI1111,50,"We stayed here for two nights as we left Venice on our way to Slovenia. This was the perfect middle stop. It is beautiful, relaxing and almost surreal with the ,...","Falisia, a Luxury Collection Resort & Spa, Portopiccolo",Beautiful
ANI1111,50,"This was one of the best free tours we have been on. We did the Old Town & Castle Tour with Helena and the Introduction Free Tour with Nasja (I am messing up he,...",Ljubljana Free Tour,The Most Wonderful Tour
ANI1111,50,"This was our first dinner in Ljubljana and it hit the spot. The menu is quite large so there is something for everyone. If you have questions, the expert staff ,...",Azur - tratorija s picami,Beautiful ambience & food
ANGELO C.,40,Good service and nice atmosphere. We had good and tasty food. With 12 people I think that the staff did a great job on serving everyone on time. Will go back,Harrington's By The Bay,Great Place to eat
ANGELO C.,50,"This is really authentic Italian cousin, fresh, organic, just amazing taste of pure food. Unbelievable we've been coming every time we go visit Italy. Cozy and ,...",Trattoria Pizzeria La Pergola,Fantastico! Restaurant no doubts
ANGELO C.,50,"Great NY steak, we really liked it. Also the spinach dip was excellent. Cannot go wrong. Great staff.",The Ainsworth - Midtown,Great NY steak.
ANGELO C.,50,"Nice place , clean , quite, great staff. Pleasant stay. We liked the convenience of location, and easy to find. First time in NY and will choose this Hotel agai,...",Hilton Garden Inn New York/Midtown Park Ave,First time in NY
ANGELO C.,50,"We've been going at the Hampton for years and it's been the Hotel to go to. Always great staff happy and very nice. Great housekeeping, just amazing service. Ke,...",Hampton Inn Traverse City,Always great service and friendly
ANGELO C.,20,"WOW!!!  seemed like a great place, BUT! we found hair in our sauce dip. The servant was cranky, some spiders webs above where we sat. The food was OK, nothing s,...",Red Mesa Grill,Unfortunate Events
ANGELO C.,30,"Was a guest at a party and order Southern Comfort drink, I was told they do not carry it, but have a lot of choices. I went down to Blue Moon, no! that we do no,...",Chop'd,Decent food but not many drink selection
ANGELO C.,50,"Great place to be, relative to my Royal Sands unit! The Haciendas had available pool chairs and places to choose on the beach. The Royal Sands was a catastrophi,...",The Royal Haciendas All Suites Resort & Spa,Will be back at the Royal Haciendas!
ANGELO C.,50,"We made this restaurant our go to place to eat great Italian dishes. Price is good, great view always things to see walking buy LOL. The service is good, just a,...",Trattoria Reggiano,Stupendo!!
ANGELO C.,50,"Great atmosphere, great price, great food. Cannot go wrong at this place. Need to try it.Inside the Venetian.",Trattoria Reggiano,Great food
ANGELO C.,50,"Clean room, great staff especially at the pool. The suite are regular price as a regular room you would get other hotel such as Bellagio. The restaurant are aff,...",The Venetian Resort,Great Hotel
ANGELO C.,40,"Good food, and ambient. Like to outdoor place with the fire place, and enjoy the view.Great service, friendly people.",The Saddle Room,Good place to visit
ANGELO C.,50,"First time in this placem and we were freaking amazed on the food. Loved it!Service top of the line, great accomodation, and overall wonderfull....we will be b,...",The Assembly American Bar & Cafe,WOW!!!! Fantastic burgers!!!! and more
ANGELO C.,20,"Why people choose this place, I have no idea!Went there for a wedding and the food was similar to microwaveable fast food, the sole on my shoes was softer than,...","Radisson Blu Aqua Hotel, Chicago",WOW! really!!!!
ANGELO C.,50,"This place is wonderful. Been many times downtown Hotel for wedding and other events, I'm still not sure why people waste their time and money to go there for t,...",Venuti's,Glamorous and beautiful
ANGELO C.,50,"I got to tell you that we went there twice, and it was phenomenal. The Pizza tasted exactly like the pizza I used to have when I lived in Rome. Yes it's a small,...",Elio Pizza On Fire,"Fantastico, un capo lavoro"
ANGELO C.,50,"Great service, and great staff, especially the flight attendant made my wife happy on her birthday, she really made sure my wife was comfortable and happy. Than,...",United Airlines,Great to fly business class!
ANGELO C.,20,"Going to Cancun we had business class, and was perfect!! BUT coming back it was a freaking nightmare!!!! Assigned seats looked great until we boarded the plane,,...",United Airlines,Bad flight from Cancun to Chicago
ANGELO C.,50,"We have been going to Cancun since 1990, and used the services of every transportation you can imagine, and this is definitely the BEST transportation we ever h,...",Private Roundtrip Transportation from Cancun Airport to Ferry Isla Mujeres,Love this transportation
ANGELO C.,50,"Fast service, the right cart we had order and nice staff.....great location from Mia ReefCastellucci family thank you all",Ciro's Golf Cart Rentals,Better then the other ones we rented
Tamiko M,30,"Property was good but I would likely not visit again. Definitely, do not drive if you do...the cost is too high for the delay you experience in getting the vehi,...",Hilton Garden Inn New York/Midtown Park Ave,Business Trip
